ID,Customer Age (in months),"Churn (1 = Yes, 0 = No)",CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1
"3,160",11, -   ,11,-35, -   ,-2, -   ,-3,-25, -   ,18, -   
"3,161",12, -   ,214,-3,1,1,3,3,4,1,145, -   
"3,162",12, -   ,3,-50, -   , -   , -   , -   ,-3, -   ,-9,-13
"3,163",11,1, -   , -   , -   , -   , -   , -   , -   , -   ,-35,31
"3,164",12, -   ,65,14,1,1,3,3,-6, -   ,30, -   
"3,165",12, -   ,77,52, -   , -   , -   , -   ,84, -   ,-37,5
"3,166",11, -   ,132,-3, -   ,-1, -   ,-3,16, -   ,-325, -   
"3,167",12, -   ,138,32,1, -   ,3, -   ,28,-2,-279,-1
"3,168",12, -   ,200,5, -   , -   , -   , -   ,78,1,62, -   
"3,169",9, -   ,131,6,7,2,2.9,-0.1,1,-2, -   ,-1
"3,170",11, -   ,169,15,1,1,3,3,19, -   ,696, -   
"3,171",8, -   ,195,29,2,2,3,3,76,-5,-239,12
"3,172",11, -   ,162,-5, -   , -   , -   , -   ,-22,-5,-452,4
"3,173",11, -   ,68,37, -   , -   , -   , -   ,20,2,-6,8
"3,174",12, -   ,65,21, -   , -   , -   , -   ,5,1,9,-74
"3,175",10, -   ,147,9, -   , -   , -   , -   ,21,-1,-679,3
"3,176",12, -   ,42,24, -   , -   , -   , -   ,4, -   ,-8,31
"3,177",12, -   , -   , -   , -   , -   , -   , -   , -   , -   ,6,31
"3,178",12, -   ,116,5,2,2,3,3,27,-1,-67,-1
"3,179",12, -   ,89,-46, -   ,-1, -   ,-2,-76,-1,-50, -   
"3,180",11, -   ,68,-26, -   , -   , -   , -   , -   , -   ,55,-10
"3,181",11, -   ,128,-10,7,-5,3, -   ,-16, -   ,24,-9
"3,182",11, -   ,71,-48, -   ,-2, -   ,-3,-31,-2,66,3
"3,183",10, -   ,156,-4, -   , -   , -   , -   ,-14,-5,223,-1
"3,184",12, -   ,120,-37, -   , -   , -   , -   , -   ,-2,324,-4
"3,185",3, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   
"3,186",10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,187",12, -   ,43,33,5,5,3,3,18, -   ,5, -   
"3,188",11, -   ,87,-1, -   , -   , -   , -   , -   , -   , -   ,-52
"3,189",12, -   ,133,9,1,-1,3, -   ,47, -   ,-33,-1
"3,190",11, -   ,169,2,1, -   ,3, -   ,-29,-1,41, -   
"3,191",12, -   ,265,5,3,-7,3.3,0.4,296,4,"1,895.00", -   
"3,192",12, -   ,159,-31, -   , -   , -   , -   ,-7,-3,"1,270.00", -   
"3,193",10, -   ,156, -   , -   , -   , -   , -   ,29, -   ,-667,-1
"3,194",11, -   ,129,11, -   , -   , -   , -   ,22,-2,159, -   
"3,195",9, -   ,120,-11, -   , -   , -   , -   ,-10,-6,44, -   
"3,196",11, -   ,93,-37,9,5,3,0.3,48, -   ,152, -   
"3,197",12, -   ,117,-36, -   , -   , -   , -   ,-5,-1,-29, -   
"3,198",11, -   ,142,-6,1, -   ,3, -   ,5,-2,1, -   
"3,199",11, -   ,196,1, -   , -   , -   , -   ,-8,-2,-966, -   
"3,200",12, -   ,125,-5, -   , -   , -   , -   ,-15,-2,-14,4
"3,201",12,1,26, -   , -   , -   , -   , -   , -   , -   ,-2,4
"3,202",11, -   ,29,-1, -   ,-1, -   ,-3,-3, -   , -   ,-15
"3,203",10, -   ,175,-15, -   ,-2, -   ,-3,76,4,1, -   
"3,204",12, -   ,156,10,2,2,2.5,2.5,-9, -   ,-6, -   
"3,205",10, -   ,39,-47, -   , -   , -   , -   ,-6,-1,9,3
"3,206",12, -   ,126,10, -   , -   , -   , -   ,27,1,4,5
"3,207",11, -   ,195,-8,1, -   ,3, -   ,60,-1,145, -   
"3,208",12, -   ,177,-4, -   , -   , -   , -   ,100,-2,62, -   
"3,209",12, -   ,145,-2, -   ,-1, -   ,-3,20, -   ,23,5
"3,210",10, -   ,77,10,1,1,3,3,-14, -   ,3,-5
"3,211",12, -   ,97,-77, -   , -   , -   , -   ,-14,-6,10,8
"3,212",11, -   ,80,34,1,1,4,4,-3,1,8,-2
"3,213",12, -   ,92,35, -   , -   , -   , -   ,1,1,-4, -   
"3,214",12, -   ,80,-1, -   , -   , -   , -   ,7, -   ,55, -   
"3,215",12, -   ,105,7, -   ,-1, -   ,-3,18, -   ,-157,3
"3,216",12, -   ,95,-21, -   , -   , -   , -   ,-3, -   ,27,5
"3,217",12, -   ,77,-10,1,1,3,3,-3, -   ,41,-22
"3,218",8, -   ,92,-18, -   , -   , -   , -   ,10, -   ,78,-5
"3,219",10, -   , -   ,-35, -   , -   , -   , -   ,-2,-1,-1,10
"3,220",12, -   ,135,53, -   , -   , -   , -   ,110, -   ,-437, -   
"3,221",11, -   ,68,-2, -   , -   , -   , -   ,8,-1, -   ,3
"3,222",12, -   ,41,-76,1,-1,3, -   ,-2,-1,-39,-25
"3,223",11, -   ,134,11,1,1,3,3,-19, -   ,142, -   
"3,224",12, -   ,195,-15,1,1,3,3,24, -   ,377, -   
"3,225",12, -   ,109,8, -   , -   , -   , -   ,4,-3,637, -   
"3,226",12, -   ,30,-49, -   , -   , -   , -   ,7, -   ,-6,1
"3,227",9, -   ,135,-12,1,-2,3, -   ,-24,-1,44,-1
"3,228",12,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,30
"3,229",8, -   ,10,-36, -   , -   , -   , -   ,-7, -   ,202,15
"3,230",12, -   ,157,32, -   , -   , -   , -   ,64,4,9,-2
"3,231",12, -   ,205,10, -   ,-1, -   ,-3,-1,-1,461,-1
"3,232",12, -   ,96,9, -   , -   , -   , -   ,7, -   ,584,14
"3,233",12, -   ,93,9, -   ,-1, -   ,-3,-18,-4,"6,520.00",-2
"3,234",12, -   ,147,15, -   , -   , -   , -   ,49,1,22, -   
"3,235",11,1, -   , -   , -   , -   , -   , -   , -   , -   ,-8,31
"3,236",11, -   ,149,46, -   , -   , -   , -   ,5,1,35, -   
"3,237",12, -   ,7,-10, -   , -   , -   , -   ,-2, -   ,-6,-16
"3,238",11, -   ,118,51, -   , -   , -   , -   ,47, -   ,"-1,032.00",4
"3,239",8, -   ,76,10, -   , -   , -   , -   ,12, -   ,-73,7
"3,240",9, -   ,24,10,3,3,3,3,11, -   ,-4,23
"3,241",10, -   ,118,-13, -   ,-1, -   ,-3,-12,-4,45, -   
"3,242",12, -   ,186,-2, -   ,-2, -   ,-3,68,-1,683, -   
"3,243",12, -   ,133,-49, -   , -   , -   , -   ,-13,1,64, -   
"3,244",11, -   ,178,1,3, -   ,3, -   ,33,1,178, -   
"3,245",12, -   ,71,-4, -   , -   , -   , -   ,-4, -   ,22,11
"3,246",11, -   ,217,-13,7,2,3, -   , -   ,1,115, -   
"3,247",10, -   ,93,5, -   , -   , -   , -   ,-19, -   ,-13,-7
"3,248",11, -   ,132,-8,1, -   ,3, -   ,43,-5,-117, -   
"3,249",10, -   ,112,-3,1, -   ,3, -   ,52, -   ,-13, -   
"3,250",12, -   ,155,-1, -   , -   , -   , -   ,-20,-1,408,1
"3,251",11, -   ,140,58,1,1,3,3,92,12,-14,1
"3,252",11, -   ,123,57,1,1,3,3,32,2,-146,8
"3,253",12, -   , -   , -   , -   , -   , -   , -   ,-2, -   , -   ,15
"3,254",10, -   ,66,-1,1,1,3,3,3,-1,3,-51
"3,255",11, -   ,182,6,4,3,3, -   ,-68,1,-432,-15
"3,256",11,1,48,11, -   ,-1, -   , -   ,-33,1,15,-8
"3,257",11, -   ,26,10, -   , -   , -   , -   ,18, -   ,-2,-127
"3,258",12, -   ,196,6,3,3,3,3,71,-1,"-12,975.00", -   
"3,259",12, -   ,107,1, -   , -   , -   , -   ,4, -   ,53,31
"3,260",12, -   ,183,45, -   , -   , -   , -   ,30,2,-174, -   
"3,261",11, -   ,124,-2,5,4,3, -   ,42, -   ,-353,-6
"3,262",12, -   ,136,10, -   , -   , -   , -   ,44,1,-226,-1
"3,263",12, -   , -   ,-46, -   , -   , -   , -   ,-6, -   ,"13,927.00",1
"3,264",12, -   ,111,62,1,1,3,3,36,2,-15,-38
"3,265",11, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-5,31
"3,266",12, -   ,19,-42, -   , -   , -   , -   ,2, -   ,42,4
"3,267",12,1, -   , -   , -   , -   , -   , -   , -   , -   ,-1,30
"3,268",12, -   ,168,1, -   , -   , -   , -   ,93,-1, -   ,-1
"3,269",11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,270",11, -   ,177,15,1, -   ,3, -   ,49,3,14,1
"3,271",12, -   ,105,-68,1,1,2,2,-8,-1,"1,077.00",-3
"3,272",10, -   ,42,-24, -   , -   , -   , -   ,-22, -   ,-13,1
"3,273",11, -   ,73,-2, -   , -   , -   , -   ,20, -   ,50,-38
"3,274",12, -   ,170,32, -   ,-1, -   ,-3,8,-5,-204, -   
"3,275",12, -   ,129,-1, -   , -   , -   , -   ,17,-1,32, -   
"3,276",12, -   ,117,-1, -   , -   , -   , -   ,-3,-6,"-1,467.00",-3
"3,277",12, -   ,83, -   , -   , -   , -   , -   ,6,-1,-13,4
"3,278",11, -   ,254,-6,6,2,3, -   ,47,-4,"10,431.00", -   
"3,279",11, -   ,125,-2,1, -   ,3, -   ,104, -   , -   , -   
"3,280",11, -   ,104,15,2,1,2.5,-0.5,4,-1, -   ,2
"3,281",12, -   ,135,20,1,1,3,3,30, -   ,60, -   
"3,282",6, -   ,144,-31, -   ,-3, -   ,-2.7,35,1,100, -   
"3,283",12, -   ,122,6, -   , -   , -   , -   ,6, -   ,-244,-6
"3,284",10, -   ,40,-3,1,1,3,3,-7, -   , -   ,-3
"3,285",7, -   ,113, -   , -   , -   , -   , -   ,23,-1,636, -   
"3,286",12, -   ,94,-62, -   , -   , -   , -   ,7,-1,33,-2
"3,287",12, -   ,129,-22, -   , -   , -   , -   ,3,-3,260,-3
"3,288",11, -   ,58,-55, -   ,-5, -   ,-3,-112,-1,-1,2
"3,289",11, -   ,74,-12, -   , -   , -   , -   ,-3, -   ,-148,2
"3,290",11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,291",12, -   ,184,-4,1,1,3,3,32,2,-10,-4
"3,292",11, -   ,79,-52, -   ,-2, -   ,-2,-5,-1,-89,4
"3,293",12, -   ,52,-1, -   , -   , -   , -   ,-1, -   ,5,-110
"3,294",11, -   ,10,10,2,2,3,3,4, -   ,14,31
"3,295",12, -   ,197,-6,1,-5,3, -   ,-4,1,229,4
"3,296",11, -   ,19,-11, -   , -   , -   , -   ,-6, -   ,-2,-46
"3,297",11, -   ,88,21, -   , -   , -   , -   ,72, -   ,-76,9
"3,298",11, -   ,20,-50, -   , -   , -   , -   ,-6, -   ,122,-1
"3,299",11, -   ,3,-1, -   , -   , -   , -   , -   , -   , -   ,31
"3,300",11, -   ,105,-39, -   ,-1, -   ,-3,10,-1,-188, -   
"3,301",12, -   ,41,19, -   , -   , -   , -   ,4, -   ,-23,31
"3,302",12, -   ,86,10, -   , -   , -   , -   ,19, -   ,-11,2
"3,303",11, -   ,103,-59,1,-1,3, -   ,20,-1,-285, -   
"3,304",12, -   ,129,-6,2,-2,3, -   ,-64,-4,177, -   
"3,305",7, -   ,153,14, -   , -   , -   , -   ,15,-3,822,-1
"3,306",6, -   ,62,35,2,2,3,3,4,2,-4, -   
"3,307",12, -   ,135,35, -   ,-3, -   ,-3,-20,1,-169,-4
"3,308",8, -   ,31,-55, -   , -   , -   , -   ,4, -   ,-190, -   
"3,309",11, -   ,137,-5, -   , -   , -   , -   ,55, -   ,-694,-2
"3,310",11, -   ,118,-3, -   ,-1, -   ,-3,-45,-1,-134,-11
"3,311",9, -   ,168,43,1,1,3,3,73,-1,-60, -   
"3,312",12,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,313",12,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,314",11, -   ,5,1, -   , -   , -   , -   , -   , -   ,1,30
"3,315",12, -   ,56,-21, -   ,-1, -   ,-3,-20, -   ,458,10
"3,316",11, -   ,43,15, -   , -   , -   , -   ,6, -   ,-7,31
"3,317",11,1,38,-66, -   , -   , -   , -   ,11,-1,23, -   
"3,318",11, -   ,100,10, -   , -   , -   , -   ,48, -   ,6,6
"3,319",11, -   ,4,-1, -   ,-2, -   ,-2.5,-12, -   , -   ,-3
"3,320",11, -   , -   ,-10, -   , -   , -   , -   , -   , -   ,1,31
"3,321",10, -   ,110,-15, -   , -   , -   , -   ,-11, -   ,-81,-10
"3,322",11, -   ,189,10, -   , -   , -   , -   ,31, -   ,"-5,687.00", -   
"3,323",12, -   ,82,45,1,1,3,3,39, -   ,27, -   
"3,324",12, -   ,35,-73, -   , -   , -   , -   ,-9,-3,232,-28
"3,325",11, -   ,140,8, -   , -   , -   , -   ,-23,-1,24,-2
"3,326",11, -   ,106,-59, -   , -   , -   , -   ,11,-2,64,4
"3,327",12, -   ,109,-1, -   ,-1, -   ,-3,11,-1,277,4
"3,328",12, -   ,65,4, -   , -   , -   , -   ,-23,-2,-14,-5
"3,329",10, -   ,246,26,2,1,2,-1,235,1,"1,224.00", -   
"3,330",12, -   ,38,-10, -   ,-1, -   ,-3,-4, -   ,43,-20
"3,331",12, -   ,106,33, -   ,-1, -   ,-3,2,4,8,-1
"3,332",8, -   ,56,-5,1,1,3,3,-22, -   , -   ,3
"3,333",11, -   , -   ,-52, -   , -   , -   , -   ,-5,-4,-7,-57
"3,334",11, -   ,69,-37, -   , -   , -   , -   ,-5,-1,-96,-1
"3,335",11, -   ,123,10,1, -   ,3, -   ,4, -   ,224,-6
"3,336",12, -   ,135,-16,1,1,3,3,4,2,62,-1
"3,337",11, -   ,127,12,4,1,3, -   ,14,-20,-27, -   
"3,338",10, -   ,41,-25, -   , -   , -   , -   ,-1, -   ,-1,19
"3,339",11, -   ,169,-15,2, -   ,3,0.5,58,4,-287, -   
"3,340",10,1,15,-105, -   , -   , -   , -   ,-50,-1,44, -   
"3,341",9, -   ,168,-2,1,1,3,3,33,-2,-393, -   
"3,342",11, -   ,32,-56, -   ,-4, -   ,-3,-26,-3,-9, -   
"3,343",12, -   ,14,14,3,3,3,3,12, -   , -   ,31
"3,344",3, -   ,51,51, -   , -   , -   , -   ,142, -   , -   , -   
"3,345",11, -   ,144,27,5,3,3, -   ,103,8,-167,-2
"3,346",9, -   ,110,-10, -   , -   , -   , -   ,-14, -   ,-281,3
"3,347",11, -   ,50,30, -   , -   , -   , -   ,-2, -   ,-11,-3
"3,348",9, -   ,57,12, -   , -   , -   , -   ,6, -   ,53,31
"3,349",11,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,350",11, -   ,15,-16, -   , -   , -   , -   ,5, -   ,-15,9
"3,351",11, -   ,187,-2,4,3,3, -   ,-7, -   ,-445, -   
"3,352",12, -   ,54,-35, -   , -   , -   , -   ,1,-1,-38,11
"3,353",11, -   ,147,-4, -   , -   , -   , -   ,21,-4,166, -   
"3,354",12, -   ,107,40,1,1,3,3,60, -   ,-2, -   
"3,355",11, -   ,55,-10, -   , -   , -   , -   ,9, -   ,-11, -   
"3,356",10, -   , -   ,-27, -   , -   , -   , -   ,-7, -   , -   ,17
"3,357",11, -   , -   ,-34, -   , -   , -   , -   ,-1, -   ,38,-5
"3,358",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"3,359",11, -   ,94,45, -   , -   , -   , -   ,-1,1,-23,10
"3,360",12, -   ,135,15, -   , -   , -   , -   ,2, -   ,27,-4
"3,361",11, -   ,103,-4, -   , -   , -   , -   ,6, -   ,"3,597.00",5
"3,362",11, -   ,101,-40,1,1,3,3, -   , -   ,"2,108.00", -   
"3,363",9,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,364",10, -   ,125,-5, -   ,-1, -   ,-3,-24, -   ,1, -   
"3,365",8, -   ,195,-14, -   ,-8, -   ,-3,67,-1,-58, -   
"3,366",11, -   ,87,16,2,2,3,3,45,1,8,9
"3,367",10, -   ,115,-48, -   ,-2, -   ,-3,-20,-2,-62, -   
"3,368",11, -   ,142,42, -   , -   , -   , -   ,16,1,-176,13
"3,369",11, -   ,137,2, -   , -   , -   , -   ,-20,-1,165, -   
"3,370",11, -   ,165,14, -   ,-1, -   ,-2,42, -   ,"-1,123.00", -   
"3,371",11, -   ,69,4, -   , -   , -   , -   ,2, -   ,-189,31
"3,372",7, -   ,45,-36,1, -   ,3, -   ,-5,-1,10,1
"3,373",11, -   ,127,-6,1,1,3,3,14,-2,-157, -   
"3,374",11, -   ,144,-10, -   , -   , -   , -   ,-25,1,-140,2
"3,375",7, -   ,201, -   , -   ,-1, -   ,-3,82,-2,"-2,495.00", -   
"3,376",11, -   ,166,-1, -   , -   , -   , -   ,23,-1,"-1,384.00", -   
"3,377",11, -   ,50,26, -   , -   , -   , -   ,1, -   ,-8,16
"3,378",11, -   ,109,-25,4, -   ,3, -   ,16,1,46,5
"3,379",11, -   ,225,1,1,-1,2,-0.5,-16,2,"5,780.00",3
"3,380",11, -   ,128,19, -   , -   , -   , -   , -   , -   ,"2,284.00", -   
"3,381",11, -   ,95,28, -   , -   , -   , -   ,15,2,-14,1
"3,382",11, -   ,179,-21, -   , -   , -   , -   ,68,-4,"31,215.00", -   
"3,383",11, -   ,99,-16,1,1,3,3,62,-2,-39, -   
"3,384",11, -   ,198,-34, -   ,-5, -   ,-3,-31,-8,-321, -   
"3,385",11, -   ,155, -   ,5,2,3, -   ,-26, -   ,"-10,015.00", -   
"3,386",11, -   ,43,-14, -   , -   , -   , -   ,37, -   ,4,-5
"3,387",11, -   ,210, -   , -   ,-1, -   ,-3,51,-1,"6,703.00",-1
"3,388",10, -   ,105,-9, -   , -   , -   , -   ,3, -   ,"1,229.00",-5
"3,389",10, -   ,115,23, -   , -   , -   , -   ,18, -   ,-22,-15
"3,390",11, -   ,255, -   ,1,-5,3, -   ,353,3,"-8,914.00", -   
"3,391",11, -   ,109,41,1,1,4,4,15,4,-81,2
"3,392",11, -   ,132,-4,5,4,2.8,0.8,38, -   ,32,-3
"3,393",11, -   ,124,65,4,1,3, -   ,106,-1, -   ,-1
"3,394",10, -   ,77,-2,1, -   ,3, -   ,2, -   ,-291,-9
"3,395",11, -   ,184,44,2,2,3,3,24,1,69,-1
"3,396",11, -   ,130, -   ,2,2,3,3,46, -   ,-170, -   
"3,397",9, -   ,103,-13, -   ,-1, -   ,-3,-6,-1,-11,-8
"3,398",10, -   ,125,62,1,1,3,3,22,1,-84,8
"3,399",11, -   ,86,63,4,4,2.5,2.5,153, -   ,-26,-14
"3,400",11, -   ,118,-10, -   , -   , -   , -   ,40,-1,-35,1
"3,401",10, -   ,133,-10, -   ,-5, -   ,-3,1,1,-18,3
"3,402",11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,30
"3,403",11, -   ,205,7,13,2,3, -   ,111,2,232,-2
"3,404",11, -   ,155,46, -   ,-1, -   ,-3,18,2,-2, -   
"3,405",11, -   ,133,-3,2,1,3, -   ,6, -   ,-113, -   
"3,406",11, -   ,154,-16, -   ,-1, -   ,-3,-41,-1,741, -   
"3,407",5, -   ,178,52,1, -   ,3, -   ,11,-1,62,9
"3,408",11, -   ,214, -   , -   , -   , -   , -   ,102, -   ,"-4,471.00", -   
"3,409",9, -   ,145,9,1,1,3,3,58,-4,-259, -   
"3,410",11, -   ,140,-25, -   ,-1, -   ,-2,-7,-2,-61,-1
"3,411",11, -   ,63,27, -   , -   , -   , -   ,2, -   ,55,31
"3,412",11, -   ,115, -   ,2,1,3, -   ,11,1, -   , -   
"3,413",11, -   ,76,-49, -   , -   , -   , -   ,-8,-1,37, -   
"3,414",11, -   ,209,-11,1,-1,3, -   ,142,-1,76, -   
"3,415",11, -   ,77,12, -   , -   , -   , -   ,-4, -   ,-7,-3
"3,416",11, -   ,16,-2, -   , -   , -   , -   , -   , -   ,-22,31
"3,417",10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,418",11, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-3,31
"3,419",11, -   ,154,39,1, -   ,3, -   ,53,3,"-1,178.00", -   
"3,420",11, -   ,9,9,1, -   ,3,1,4, -   ,2,31
"3,421",11, -   ,107,-32, -   ,-2, -   ,-3,-26, -   ,46,-1
"3,422",10, -   ,120,11,2,1,3, -   ,-17, -   ,63, -   
"3,423",10, -   ,222,20,13,5,3, -   ,86,1,144,-2
"3,424",10, -   ,174,8, -   , -   , -   , -   ,81,2,-544, -   
"3,425",10, -   ,211,-1, -   , -   , -   , -   ,55,-1,"-1,982.00",-1
"3,426",11, -   ,154,21,3,2,3.3,3.3,120, -   ,17, -   
"3,427",11, -   ,91,-41, -   ,-2, -   ,-3,-78,-6,34,2
"3,428",4, -   , -   ,-50, -   , -   , -   , -   ,2,-2,13,4
"3,429",11, -   ,174,-21, -   ,-3, -   ,-3,10, -   ,21, -   
"3,430",11, -   ,114,10, -   ,-1, -   ,-3,3, -   ,-85,6
"3,431",11, -   ,88,16, -   , -   , -   , -   ,35, -   ,14,-59
"3,432",10, -   ,13,8, -   , -   , -   , -   ,21, -   ,1, -   
"3,433",9, -   ,44,-12,1,1,3,3,-9, -   ,36,6
"3,434",11, -   ,167,-12, -   , -   , -   , -   ,4,-1,-510,5
"3,435",11, -   ,52,40, -   , -   , -   , -   , -   , -   ,-4,31
"3,436",11, -   ,50,35, -   , -   , -   , -   ,2, -   ,-7,31
"3,437",11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,438",11, -   ,112,-1, -   , -   , -   , -   ,25,-1,-21,3
"3,439",11, -   ,51,-6, -   , -   , -   , -   , -   , -   ,20,31
"3,440",9, -   ,82,-36, -   , -   , -   , -   ,-1,-1,188,-6
"3,441",9, -   ,26,-24, -   , -   , -   , -   ,-1, -   ,95,-3
"3,442",11, -   ,21,21, -   , -   , -   , -   ,4, -   ,-12,31
"3,443",7, -   ,144,-19,3,3,2.7,2.7,1,-3,-214,4
"3,444",3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"3,445",9, -   ,145,26,1,1,3,3,16,2,106,8
"3,446",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"3,447",11, -   ,137,-12,1,-2,2,-1,66, -   ,118,-1
"3,448",11, -   ,46,-29, -   , -   , -   , -   ,-8, -   ,"-1,675.00",5
"3,449",11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,450",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"3,451",11, -   ,108,-11,3,-5,3, -   ,-11,-1,-128,-8
"3,452",11, -   ,29,29, -   , -   , -   , -   ,8, -   , -   ,31
"3,453",7, -   ,150,67,3,3,2.5,2.5,50, -   ,7,4
"3,454",11, -   ,146,30,3,-2,3, -   ,9,-1,"4,658.00",-16
"3,455",8, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   ,-4
"3,456",11, -   ,32,10,1,1,3,3,61, -   , -   ,2
"3,457",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"3,458",11, -   ,125,-5, -   ,-1, -   ,-3,21,-4,32,-1
"3,459",10, -   ,104,22, -   , -   , -   , -   ,-2,1,183,2
"3,460",11, -   ,5,5, -   , -   , -   , -   ,2, -   ,-2,31
"3,461",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"3,462",8, -   ,197, -   ,2,-1,2.5,-0.8,30, -   ,"-1,654.00", -   
"3,463",11, -   ,121,20,3,-1,2.7,-0.3,513,1,-59, -   
"3,464",11, -   ,140,1, -   , -   , -   , -   ,2, -   ,-603, -   
"3,465",10, -   ,182,10, -   , -   , -   , -   ,61,-2,-13, -   
"3,466",7, -   ,38,2, -   , -   , -   , -   ,-1, -   ,1,18
"3,467",11, -   ,61,16, -   , -   , -   , -   ,-3, -   ,-2,-74
"3,468",11, -   ,131,15,3,-1,3, -   ,17,2,835,-99
"3,469",11, -   ,118,-45, -   , -   , -   , -   ,-18,-2,-188,-1
"3,470",10, -   ,145,-11, -   , -   , -   , -   ,30,-1,"-1,024.00",4
"3,471",10, -   ,124,-17,2,2,3,3,64,-1,5,4
"3,472",11, -   ,50,-1, -   , -   , -   , -   ,5, -   ,-88,21
"3,473",11, -   ,164,11,1,-2,3, -   ,29,3,-239, -   
"3,474",11, -   ,14, -   , -   , -   , -   , -   , -   , -   ,-2,31
"3,475",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"3,476",10, -   ,177,-9,3,-1,3, -   ,6, -   ,258, -   
"3,477",11, -   ,102,16, -   , -   , -   , -   ,-4, -   ,"-1,722.00",-2
"3,478",6, -   ,82,31, -   ,-1, -   ,-3,1, -   , -   ,3
"3,479",6, -   ,178,-2,3,-2,3, -   ,69, -   ,227, -   
"3,480",10, -   ,130,-15,1, -   ,3, -   ,-23, -   ,"1,727.00",-1
"3,481",10, -   ,34,-51, -   , -   , -   , -   ,-32, -   ,279,6
"3,482",11, -   ,149,10,1, -   ,3, -   ,-1,-2,-35, -   
"3,483",11, -   ,70,-14, -   ,-1, -   ,-3,-9, -   ,40,8
"3,484",11, -   ,131,36, -   , -   , -   , -   ,4,1,-12,-1
"3,485",10, -   ,112,-29, -   , -   , -   , -   ,-15,-4,548,-1
"3,486",11, -   ,96,-41,2,1,3, -   ,-1,-6,14,7
"3,487",11,1,22,-9, -   , -   , -   , -   , -   , -   ,-11,31
"3,488",11, -   ,46,11, -   ,-6, -   ,-3,25, -   ,-41,-3
"3,489",10, -   ,204,22, -   ,-1, -   ,-3,89,-2,534,-1
"3,490",11, -   ,46, -   , -   , -   , -   , -   ,1, -   ,-94,-19
"3,491",11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"3,492",11,1,120,-12, -   , -   , -   , -   ,11,-1,31,3
"3,493",9, -   ,111,-34, -   , -   , -   , -   ,-27, -   ,117, -   
"3,494",11,1,141,-12, -   , -   , -   , -   ,-1, -   ,85,4
"3,495",10, -   ,120,36, -   , -   , -   , -   ,17,1,-110,-4
"3,496",5, -   ,76,13, -   , -   , -   , -   ,84, -   ,180,-1
"3,497",10, -   ,85,-24, -   , -   , -   , -   ,-1, -   ,13,5
"3,498",3, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   , -   
"3,499",11, -   ,207,3,2,-4,3, -   ,93,1,15, -   
"3,500",10, -   ,61, -   , -   , -   , -   , -   ,14, -   ,-6,2
"3,501",11, -   ,105,24, -   , -   , -   , -   ,7,-1,-163,22
"3,502",10, -   ,136,6, -   , -   , -   , -   ,-12, -   ,-257,-1
"3,503",11, -   ,201,-6, -   ,-4, -   ,-3,35,6,608, -   
"3,504",11, -   ,3,-50, -   , -   , -   , -   , -   , -   , -   ,14
"3,505",9, -   ,150,-35, -   , -   , -   , -   ,-26,6,607, -   
"3,506",10, -   ,58,-9, -   , -   , -   , -   ,6, -   ,66,5
"3,507",11, -   ,105,-37, -   ,-5, -   ,-2.8,-1,-2,-29,-1
"3,508",11, -   ,123,45, -   , -   , -   , -   ,4,1,-203,-1
"3,509",11, -   ,189,-18,1,-5,3, -   ,26,-1,"3,507.00", -   
"3,510",11, -   ,153,9, -   , -   , -   , -   ,5,-1,"5,298.00", -   
"3,511",11, -   ,145,12, -   , -   , -   , -   ,11,-1,"-2,658.00",-10
"3,512",11, -   ,142,-22, -   ,-1, -   ,-2,17, -   ,469,1
"3,513",8, -   ,22, -   ,1,1,3,3,-11, -   ,-1,4
